Stage Name,Full Name,Date of Birth,Group,Debut,Company,Country,Second Country,Birthplace,Other Group,Former Group
Sua,Choi Sooah,24/02/2003,Pixy,24/02/2021,ALLART,South Korea,,,,
Subin,Park Subin,12/02/1994,Dal Shabet,3/01/2011,Happy Face,South Korea,,Gwangju,,
Subin,Oh Subin,30/09/1998,Hash Tag,11/10/2017,LUK,South Korea,,,,
Subin,Jung Subin,5/04/1999,VICTON,9/11/2016,Plan A,South Korea,,,,
Suga,Min Yoongi,9/03/1993,BTS,13/06/2013,Big Hit,South Korea,,Daegu,,
Sugyeong,Jo Sugyeong,12/01/2000,Favorite,5/07/2017,Astory,South Korea,,Haenam,,
Suho,Kim Junmyeon,22/05/1991,EXO,8/04/2012,SM,South Korea,,Seoul,,
Suhye,Kim Suhye,13/12/2004,LIMELIGHT,17/02/2023,143,South Korea,,Incheon,,
Suhyeon,Kim Suhyun,15/01/2000,Billlie,10/11/2021,MYSTIC,South Korea,,Daegu,,
Suhyeon,Kim Seunghyun,19/04/1988,S#aFLA,14/07/2021,Winnerzone,South Korea,,,,1PS
Suhyun,Choi Hyunggeun,1/10/1992,SNUPER,16/11/2015,Widmay,South Korea,,Bucheon,,
Suil,Ma Suil,30/03/1999,Luminous,9/09/2021,Barunson,South Korea,,Gwangju,,
Sujeong,Ryu Sujeong,19/11/1997,Lovelyz,17/11/2014,Woollim,South Korea,,Daejeon,,
Suji,Lee Suji,20/03/1998,UNI.T,18/05/2018,Unit Culture,South Korea,,Busan,,The Ark
Sujin,Bang Sujin,26/06/1996,Wassup,7/08/2013,Mafia,South Korea,,,,
Sukjun,Lee Sukjun,31/01/2000,ABLUE,23/10/2022,J-Star,South Korea,,,,ANTARES
Sulli†,Choi Jinri,29/03/1994,,,,South Korea,,Busan,,f(x)
Sullyoon,Seol Yoona,26/01/2004,NMIXX,22/02/2022,JYP,South Korea,,,,
Sumin,Park Sumin,9/09/2001,Dreamnote,7/11/2018,iME,South Korea,,,,
Sumin,Ji Sumin,3/03/1994,Sonamoo,29/12/2014,TS,South Korea,,Yongin,,
Sumin,Bae Sumin,13/03/2001,STAYC,12/11/2020,Hi-Up,South Korea,,Pohang,,
Sumin,Choi Sumin,7/04/2004,xikers,30/03/2023,KQ,South Korea,,Seoul,,
Sun J,Jeon Heesun,13/02/2001,Girlkind,16/01/2018,Nextlevel,South Korea,,,,
Sungah,Son Sungah,8/07/1989,9Muses,12/08/2010,Star Empire,South Korea,Fiji,Suma,,
Sungchan,Jung Sungchan,13/09/2001,NCT,9/04/2016,SM,South Korea,,,NCT U,
Sunghoon,Park Sunghoon,8/12/2002,ENHYPEN,30/11/2020,Be:lift,South Korea,,,,
Sunghyuk,Seo Sunghyuk,26/08/1999,,,,South Korea,,,,
Sunghyun,Kim Sunghyun,16/03/1996,IN2IT,27/01/2016,Star Empire,South Korea,,,,
Sungjae,Yook Sungjae,2/05/1995,BtoB,21/03/2012,Cube,South Korea,,Yongin,Big Byung,
Sungjin,Park Sungjin,16/01/1993,DAY6,7/09/2015,JYP,South Korea,,,,
Sungjong,Lee Sungjong,3/09/1993,Infinite,9/06/2010,Woollim,South Korea,,Gwangju,Infinite F,
Sungjoo,Kim Sungjoo,16/02/1994,UNIQ,20/10/2014,Yuehua,South Korea,,,,
Sungjun,Lee Sungjun,15/06/2002,BLANK2Y,24/05/2022,Keystone,South Korea,,,,
Sungjun,Park Sungjun,17/12/1992,Boys Republic,3/06/2013,Happy Tribe| Universal,South Korea,,Ansan,,
Sungjun,Oh Sungjun,30/08/2005,TNX,17/05/2022,P NATION,South Korea,,Ulsan,,
Sungkyu,Kim Sungkyu,28/04/1989,Infinite,9/06/2010,Woollim,South Korea,,Jeonju,,
Sungmin,Oh Sungmin,31/12/1990,Bigflo,19/07/2014,HO,South Korea,,,,
Sungmin,Lee Sungmin,1/01/1986,Super Junior,6/11/2005,SM,South Korea,,Gyeonggi,Super Junior-M,
Sungoh,Yoo Sungoh,8/01/1991,,,,South Korea,,,,24K
Sungwoon,Ha Sungwoon,22/03/1994,Wanna One,7/08/2017,YMC,South Korea,,Goyang,HOTSHOT,
Sungyeol,Lee Sungyeol,27/08/1991,Infinite,9/06/2010,Woollim,South Korea,,Yongin,Infinite F,
Sungyeon,Bae Sungyeon,25/05/1999,Pristin,21/03/2017,Pledis,USA,South Korea,California,,
Sunhwa,Han Sunhwa,6/10/1990,,,,South Korea,,Busan,,SECRET
Sunmi,Lee Sunmi,2/05/1992,Wonder Girls,13/02/2007,JYP,South Korea,,Iksan,,
Sunn,Hwang Jiwon,7/02/2000,,,,South Korea,,Jincheon,,Good Day| Cignature
Sunny,Lee Sunkyu,15/05/1989,SNSD,4/08/2021,Good Luck,South Korea,,California,,
Sunoo,Kim Sunwoo,24/06/2003,ENHYPEN,30/11/2020,Be:lift,South Korea,,,,
Sunshine,Kim Minjung,20/06/2002,NATURE,3/08/2018,n.CH,South Korea,,,,
Sunwoo,Choi Sunwoo,12/03/1992,Boys Republic,3/06/2013,Happy Tribe| Universal,South Korea,,Seoul,,
Sunwoo,Kim Sunwoo,12/04/2000,The Boyz,31/12/2017,Cre.Ker,South Korea,,,,
Sunyoul,Seon Yein,6/11/1996,UP10TION,10/09/2015,TOP Media,South Korea,,Wando,,
Suri,Kang Suri,11/10/1994,CHECKMATE,19/06/2012,Yedang,South Korea,,,,
Surin,Kim Surin,27/12/1991,Two X,20/08/2012,J. Tune,South Korea,,,,
Suwoong,Lee Suwoong,20/01/1995,Boys Republic,3/06/2013,Happy Tribe| Universal,South Korea,,,,
Suyeon,Ji Suyeon,20/04/1997,Weki Meki,8/08/2017,Fantagio,South Korea,,,,
Suyun,Kim Suyun,17/03/2001,Rocket Punch,7/08/2019,Woollim,South Korea,,,,
Suzy,Kim Suji,3/06/2001,MAJORS,9/03/2021,ANS,South Korea,,,,
Suzy,Bae Suji,10/10/1994,miss A,1/07/2010,JYP,South Korea,,Gwangju,,
Swan,Kim Suan,28/12/2000,CRAXY,3/03/2020,SAITEINMENT,South Korea,,,,
Swan,Park Soojin,11/07/2003,Purple Kiss,15/03/2021,RBW,South Korea,,,,
Sya,Lee Junyoung,9/09/2002,BLITZERS,12/05/2021,Wuzo,South Korea,,,,
T.O.P,Choi Seunghyun,4/11/1987,BIGBANG,19/08/2006,YG,South Korea,,Seoul,GD&TOP,
Taecyeon,Ok Taecyeon,27/12/1988,2PM,4/07/2008,JYP,South Korea,,Busan,,
Taedong,Kim Taedong,7/11/1997,OMEGA X,17/10/2016,JT Corea,South Korea,,,,GIDONGDAE
Taeeun,Moon Taeeun,9/02/2000,IM,4/04/2022,FC ENM,South Korea,,,,
Taeha,Yoo Taeha,5/10/1995,,,,South Korea,,,,Berry Good
Taeha,Kim Taeha,3/06/1998,,,,South Korea,,Jeonju,,MOMOLAND
Taeheon,Kim Taeheon,18/06/1989,ZE:A,7/01/2010,Star Empire,South Korea,,Gwangju,,
Taehun,Lee Taehoon,21/03/2000,NINE.i,30/03/2022,FirstOne,South Korea,,,,
Taehun,Choi Taehun,19/11/2002,TNX,17/05/2022,P NATION,South Korea,,Incheon,,
Taehyun,Nam Taehyun,10/05/1994,,,,South Korea,,Hanam,,WINNER
Taehyun,Noh Taehyun,15/10/1993,HOTSHOT,29/10/2014,Star Crew,South Korea,,Seoul,JBJ,
Taehyun,Kang Taehyun,5/02/2002,TXT,4/03/2019,Big Hit,South Korea,,,,
Taeil,Lee Taeil,24/09/1990,Block B,15/04/2011,KQ,South Korea,,Seoul,,
Taeil,Moon Taeil,14/06/1994,NCT,9/04/2016,SM,South Korea,,Seoul,NCT U| NCT 127,
Taekhyeon,Jung Taekhyeon,28/07/2003,1the9,9/02/2019,MBK,South Korea,,Gunpo,,
Taemin,Lee Taemin,18/07/1993,SHINee,25/05/2008,SM,South Korea,,Seoul,SuperM,
Taera,Lee Yujin,12/04/1994,Gate9,26/01/1999,JYP| SidusHQ,South Korea,,Incheon,,
Taerae,Kim Taerae,5/09/2002,TEMPEST,2/03/2022,Yuehua,South Korea,,,,
Taeryeong,Lim Jeongmin,27/12/2000,LUNARSOLAR,2/09/2020,J Planet,South Korea,,,,
Taeseon,Yang Taeseon,17/09/2000,TRCNG,10/10/2017,TS,South Korea,,,,
Taesung,Lee Taesung,19/12/2003,,,,South Korea,,,TEEN TEEN,Ghost9
Taewoong,Yoo Taewoong,24/05/1994,SNUPER,16/11/2015,Widmay,South Korea,Japan,,,
Taeyang,Dong Youngbae,18/05/1988,BIGBANG,19/08/2006,YG,South Korea,,Uljeongbu,,
Taeyang,Yoo Taeyang,28/02/1997,SF9,5/10/2016,FNC,South Korea,,,,
Taeyeon,Kim Taeyeon,9/03/1989,SNSD,4/08/2021,Good Luck,South Korea,,Jeonju,TTS| Oh!GG,
Taeyong,Lee Taeyong,1/07/1995,NCT,9/04/2016,SM,South Korea,,,NCT U| NCT 127|SuperM,
Taeyoung,Kim Taeyoung,18/06/1999,7 O'clock,26/08/2014,Jungle,South Korea,,,,
Taeyoung,Kim Taeyoung,27/01/2003,CRAVITY,14/04/2020,Starship,South Korea,,,,
TAG,Yeom Taekyun,30/09/2002,Ciipher,15/03/2021,Rain,South Korea,,,,
TAG,Son Youngtaek,13/04/1998,Golden Child,28/08/2017,Woollim,South Korea,,,,
Takuya,Terada Takuya,18/03/1992,CROSS GENE,8/07/2012,Amuse,Japan,,Moriya,,
Tan,Choi Seokwon,25/08/1996,Ciipher,15/03/2021,Rain,South Korea,,,,
Tao,Hwang Zitao,2/05/1993,,,,China,,Qingdao,,EXO
Taro,Choi Wonjin,9/11/1994,Hot Blood Youth,17/05/2017,FNC,South Korea,,,,
Ten,Chittaphon Leechaiyapornkul,27/02/1996,NCT,9/04/2016,SM,Thailand,,Bangkok,NCT U|SuperM,
Teo,Jang Sungsik,22/10/1997,DKB,3/02/2020,Brave,South Korea,,,,
Terry,Han Dasom,2/02/1998,,,,South Korea,,,,NeonPunch
The8,Xu Minghao,7/11/1997,Seventeen,26/05/2015,Pledis,China,,Anshan,,
Theo,Choi Taeyang,1/07/2001,P1Harmony,28/10/2020,FNC,South Korea,,,,
Thunder,Park Sanghyun,7/10/1990,,,,South Korea,,Busan,,MBLAQ
Tiffany,Hwang Miyoung,1/08/1989,SNSD,4/08/2021,Good Luck,South Korea,USA,San Francisco,TTS,
Timoteo,Kim Moongyu,25/01/1993,HOTSHOT,29/10/2014,Star Crew,South Korea,,,,
Tina,Christine Joy Park,1/09/1994,Blady,16/05/2011,Star Planet,USA,South Korea,Los Angeles,,
Tsuki,Fukutomi Tsuki,21/09/2002,Billlie,10/11/2021,MYSTIC,Japan,,,,
Tzuyu,Chou Tzuyu,14/06/1999,Twice,20/10/2015,JYP,Taiwan,,Tainan,,
U,Sun Hengyu,22/06/2001,BLANK2Y,24/05/2022,Keystone,China,,,,
U,Mizuguchi Yuto,16/03/1999,ONF,2/08/2017,WM,Japan,,Osaka,,
Uchae,Yu Hyejun,7/05/2002,NATURE,3/08/2018,n.CH,South Korea,,,,
Uee,Kim Yujin,9/04/1988,,,,South Korea,,Daegu,,After School
Uji,Jang Yuji,2/01/1991,,,,South Korea,,,,EXID| BESTie
U-Know Yunho,Jung Yunho,6/02/1986,TVXQ,6/09/1995,MBK| Turbo Co.,South Korea,,Gwangju,,
U-Kwon,Kim Yukwon,9/04/1992,Block B,15/04/2011,KQ,South Korea,,Suwon,Bastarz,
Umji,Kim Yewon,19/08/1998,VIVIZ,9/02/2022,Big Planet Made,South Korea,,Incheon,,Gfriend
U-Si,Yoo Jiyeon,13/11/1997,BADKIZ,24/03/2014,Zoo,South Korea,,Iksan,,
V,Kim Taehyung,30/12/1995,BTS,13/06/2013,Big Hit,South Korea,,Daegu,,
Vahn,Kim Jungwoo,7/05/1999,NINE.i,30/03/2022,FirstOne,South Korea,,,,
Vari,Jae Hyun,3/09/2000,NINE.i,30/03/2022,FirstOne,South Korea,,,,
Vernon,Choi Hansol,18/02/1998,Seventeen,26/05/2015,Pledis,USA,South Korea,New York,,
Via,Kim Via,17/08/2000,FANATICS,6/08/2019,FENT,South Korea,,Busan,,
Victoria,Song Qian,2/02/1987,f(x),5/09/2009,SM,China,,Qingdao,,
Viki,Kang Eunhye,28/03/1988,,,,South Korea,,Seoul,,Dal Shabet
Vita,Kim Jimin,3/02/2000,MAJORS,9/03/2021,ANS,South Korea,,,,
Vivi,Wong Viian,9/12/1996,LOONA,20/08/2018,Blockberry,Hong Kong,,Hong Kong,Loona 1/3,
Vivian,Park Sunghee,8/12/1998,Gate9,26/01/1999,JYP| SidusHQ,South Korea,,,,
Way,Heo Minsun,12/07/1990,Crayon Pop,18/07/2012,Chrome,South Korea,,Seoul,,
Wei,Lee Sungjun,8/07/1996,UP10TION,10/09/2015,TOP Media,South Korea,,Seoul,,
Wendy,Son Seunghwan,21/02/1994,Red Velvet,1/08/2014,SM,South Korea,,Seoul,,
Wenhan,Li Wenhan,22/07/1994,UNIQ,20/10/2014,Yuehua,China,,,,
Wheein,Jung Wheein,17/04/1995,Mamamoo,18/06/2014,RBW,South Korea,,Jeonju,,
Win,Bang Junhyuk,19/12/2004,MCND,27/02/2020,TOP Media,South Korea,,,,
Windy,Park Jinju,23/02/2000,Girls' World,20/06/2002,Liz,South Korea,,Daejeon,,
WinL,Yang Seungho,16/06/1996,ABLUE,23/10/2022,J-Star,South Korea,,Paju,,BECZ
Winnie,Pattipong Kasemsant,18/11/1998,NINE.i,30/03/2022,FirstOne,Thailand,,,,
Winter,Kim Minjung,1/01/2001,aespa,17/11/2020,SM,South Korea,,Yangsan,,
Winwin,Dong Sicheng,28/10/1997,NCT,9/04/2016,SM,China,,Zhejiang,NCT 127,
Wish,Kwak Dawit,11/06/2002,EPEX,8/06/2021,C9,South Korea,,,,
Won,Park Sungwon,18/12/2003,Ciipher,15/03/2021,Rain,South Korea,,Seoul,,1the9
Won Bin,Won Bin,1/07/2004,ATBO,27/07/2022,IST,South Korea,,Gyeonggi,,
Won Hyuk,Won Hyuk,22/02/2002,E'LAST,9/06/2020,E Entertainment,South Korea,,,,
Wonchae,Hwang Chaewon,22/12/2002,Queenz Eye,24/10/2022,Big Mountain,South Korea,,Incheon,,
Woncheol,Jung Woncheol,12/01/1996,MY.st,26/03/2020,MYStar,South Korea,,,,
Wondae,Seol Wondae,28/04/1998,Dongkiz,24/04/2019,Dongyo,South Korea,,,,
Wonho,Shin Hoseok,1/03/1993,,,,South Korea,,Anyang,,MONSTA X
Wonjin,Ham Wonjin,22/03/2001,CRAVITY,14/04/2020,Starship,South Korea,,,,
Wonjin,Won Jin,1/01/2003,GIDONGDAE,3/04/2013,Simtong,South Korea,,,,
Wonjun,Jeong Wonjun,21/07/1998,ABLUE,23/10/2022,J-Star,South Korea,,,,ZPZG
Wonjun,Lee Wonjun,8/03/2002,E'LAST,9/06/2020,E Entertainment,South Korea,,,,
Wonpil,Kim Wonpil,28/04/1994,DAY6,7/09/2015,JYP,South Korea,,,,
Wontak,Ju Wontak,24/02/1996,,,,South Korea,,,,RAINZ
Wonwoo,Jeon Wonwoo,17/07/1996,Seventeen,26/05/2015,Pledis,South Korea,,Changwon,,
Wony,Ahn Seungwon,4/10/2004,We;Na,5/09/2022,Shine E&M,South Korea,,,,
Wonyoung,Jang Wonyoung,31/08/2004,IVE,1/12/2021,Starship,South Korea,,Seoul,,IZ*ONE
Woo-ah,Kim Chaewon,20/06/1997,CRAXY,3/03/2020,SAITEINMENT,South Korea,,,,
Woobin,Seo Woobin,16/10/2000,CRAVITY,14/04/2020,Starship,South Korea,,,,
Woobin,Jeong Woobin,1/04/2000,Luminous,9/09/2021,Barunson,South Korea,,Busan,,
Woochul,Shin Woochul,2/10/2002,Newkidd,25/04/2019,J-FLO,South Korea,,,,
Woodam,Park Woodam,2/08/1995,D1CE,1/08/2019,Happyface,South Korea,,,,
Woohee,Bae Woohee,21/11/1991,Dal Shabet,3/01/2011,Happy Face,South Korea,,Busan,UNI.T,
Woohyun,Nam Woohyun,8/02/1991,Infinite,9/06/2010,Woollim,South Korea,,Seoul,Toheart,
Woojin,Kim Woojin,8/04/1997,,,,South Korea,,Daejeon,,Stray Kids
Woojin,Park Woojin,2/11/1999,AB6IX,22/05/2019,Brand New,South Korea,,Busan,,Wanna One
Woojin,Lee Woojin,7/04/2003,Ghost9,23/09/2020,Maroo,South Korea,,,TEEN TEEN,
Woojin,Lee Woojin,22/11/1996,MY.st,26/03/2020,MYStar,South Korea,,,,
Woojin,Lee Woojin,3/04/2003,TheEastLight,15/11/2018,Stardium,South Korea,,,,
Woojoo,Kim Sangyoon,18/09/1996,14U,17/04/2017,BG,South Korea,,,,
Woojoo,Kim Woojoo,12/08/1996,Wassup,7/08/2013,Mafia,South Korea,,,,
Wooju,Cho Wooju,21/01/2004,BLITZERS,12/05/2021,Wuzo,South Korea,,,,
Woolim,Hwang Woolim,29/08/1996,Playback,25/06/2015,Coridel,South Korea,,,,
Woonggi,Cha Woonggi,23/04/2002,TOO,1/04/2020,n.CH,South Korea,,,,
Woono,Song Wonho,5/04/2003,YOUNITE,20/04/2022,Brand New,South Korea,,,,
Woori,Go Woori,22/02/1988,Rainbow,12/11/2009,DSP,South Korea,,Jeonju,Rainbow Blaxx,
Wooseok,Jeong Wooseok,31/01/1998,PENTAGON,10/10/2016,Cube,South Korea,,,,
Wooshin,Kim Wooseok,27/10/1996,UP10TION,10/09/2015,TOP Media,South Korea,,Daejeon,,X1
Woosu,Kim Minseok,23/11/1999,IZ,31/08/2017,Music K,South Korea,,,,
Woosung,Choi Sunghyuk,24/09/1994,SNUPER,16/11/2015,Widmay,South Korea,,Seoul,,
Wooyeon,Park Jinkyung,11/02/2003,woo!ah!,15/05/2020,NV,South Korea,,,,
Wooyeop,Jo Wooyeop,27/09/2000,TRCNG,10/10/2017,TS,South Korea,,,,
Wooyoung,Jang Wooyoung,30/04/1989,2PM,4/07/2008,JYP,South Korea,,Busan,,
Wooyoung,Hwang Wooyoung,29/06/2003,AIMERS,17/11/2022,Hyper Rhythm,South Korea,,,,
Wooyoung,Jung Wooyoung,26/11/1999,ATEEZ,24/10/2018,KQ,South Korea,,,,
Woozi,Lee Jihoon,22/11/1996,Seventeen,26/05/2015,Pledis,South Korea,,Busan,,
Wow,Kim Seyoon,28/02/1993,A.C.E,23/05/2017,Beat,South Korea,,Gyeonggi,,
Wyatt,Shim Jaeyoung,23/01/1995,ONF,2/08/2017,WM,South Korea,,Seoul,,
Xeheun,Lee Seheun,11/07/1999,Girlkind,16/01/2018,Nextlevel,South Korea,,,,
XEN,Lee Jinwoo,20/02/1998,OMEGA X,17/10/2016,JT Corea,South Korea,,,,1TEAM
Xero,Shin Jiho,3/02/1994,Topp Dogg,1/04/2020,n.CH,South Korea,,Gwangji,,
Xia Junsu,Kim Junsu,15/12/1986,JYJ,8/09/2010,C-JeS,South Korea,,,,TVXQ
Xiao,Lee Dongyeol,13/12/1998,UP10TION,10/09/2015,TOP Media,South Korea,,Busan,,
XiaoTing,Shen Xiao Ting,12/11/1999,Kep1er,1/03/2022,WakeOne,China,,,,
Xin,Wang Xinwi,10/11/1996,VARSITY,5/01/2017,GKC,China,,,,
Xion,Son Dongju,10/01/2000,Oneus,9/01/2019,RBW,South Korea,,,,
Xiumin,Kim Minseok,26/03/1990,EXO,8/04/2012,SM,South Korea,,Guri,EXO-CBX,
Xiweol,Kang Minseok,21/10/1996,VARSITY,5/01/2017,GKC,South Korea,,,,
Xiyeon,Park Junghyun,14/11/2000,Pristin,21/03/2017,Pledis,South Korea,,,,
Xuanyi,Wu Xuanyi,26/01/1995,,,,China,,Hainan,,WJSN
Y,Choi Sungyoon,31/07/1995,Golden Child,28/08/2017,Woollim,South Korea,,,,
Yan An,Yan An,25/10/1996,PENTAGON,10/10/2016,Cube,China,,Shanghai,,
Yano,Seo Sangwon,27/09/1995,Topp Dogg,1/04/2020,n.CH,South Korea,,Seoul,,
Yeah,Kim Haeun,9/10/1999,,,,South Korea,,Gongju,,Good Day| Cignature
Yebin,Baek Yebin,13/07/1997,DIA,14/07/2015,MBK,South Korea,,Chuncheon,UNI.T,
Yebin,Kim Yebin,1/11/2004,HOT ISSUE,17/05/2017,FNC,South Korea,,,,
Yechan,Shin Yechan,14/05/2001,OMEGA X,17/10/2016,JT Corea,South Korea,,Seoul,,1the9
Yechan,Kim Yechan,26/11/1995,Pink Fantasy,28/10/2018,My Doll,South Korea,,,,
Yechan,Jeong Yechan,27/10/2005,TRENDZ,5/01/2022,Interpark,South Korea,,Seoul,,
Yechan,Lee Yechan,21/10/2005,xikers,30/03/2023,KQ,South Korea,,Yesan,,
Yedam,Bang Yedam,7/05/2002,Treasure,7/08/2020,YG,South Korea,,,,
YeeEun,Jang Yeeun,10/08/1998,CLC,19/03/2015,Cube,South Korea,,Dongducheon,,
Yeeun,Hwang Yeeun,12/01/1997,Blady,16/05/2011,Star Planet,South Korea,,Gimhae,,
Yeham,Gu Yeham,7/10/2005,CSR,27/07/2022,A2Z,South Korea,,Pyeongtaek,,
Yehana,Kim Yewon,22/02/1999,Pristin,21/03/2017,Pledis,South Korea,,Ilsan,,
Yehyeon,Kim Yehyeon,12/09/1999,GIDONGDAE,3/04/2013,Simtong,South Korea,,,,
Yein,Jeong Yein,4/06/1998,Lovelyz,17/11/2014,Woollim,South Korea,,Incheon,,
Yein,Ahn Yein,4/05/1995,MELODYDAY,25/09/2019,KD,South Korea,,,,
Yeji,Hwang Yeji,26/05/2000,ITZY,12/02/2019,JYP,South Korea,,Seoul,,
Yeju,Kim Yeju,1/02/2004,ICHILLIN',8/09/2021,KM,South Korea,,,,
Yejun,Oh Yejun,23/08/2002,E'LAST,9/06/2020,E Entertainment,South Korea,,,,
Yel,Han Shinyoung,25/12/2004,H1-KEY,5/01/2022,GLG,South Korea,,,,
Yellow,Kim Eunbi,5/05/1993,Pungdeng-E,11/12/2013,DOMA,South Korea,,Seoul,,
Yena,Yang Yena,22/05/2000,APRIL,24/08/2015,DSP,South Korea,,Daegu,,
Yena,Jeong Yena,10/04/2000,G-reyish,1/06/2017,Elijah,South Korea,,,,
Yena,Choi Yena,29/09/1999,IZ*ONE,29/10/2018,Off The Record,South Korea,,Seoul,,
Yenny,Park Yeeun,26/05/1989,Wonder Girls,13/02/2007,JYP,South Korea,,Goyang,,
Yeo One,Yeon Changgu,27/03/1996,PENTAGON,10/10/2016,Cube,South Korea,,,,
Yeoeun,Jung Jieun,25/01/1990,MELODYDAY,25/09/2019,KD,South Korea,,,,
Yeojin,Im Yeojin,11/11/2002,LOONA,20/08/2018,Blockberry,South Korea,,Guro,Loona 1/3,
Yeonha,Ahn Yeonji,19/05/2000,P.O.P,26/07/2017,DWM,South Korea,,Yeondong,,
Yeonhee,Kim Yeonhee,6/12/2000,Rocket Punch,7/08/2019,Woollim,South Korea,,,,
Yeonho,Ju Yeonho,31/05/2000,Verivery,1/09/2019,Jellyfish,South Korea,,,,
Yeonjae,Choi Yeonjae,6/12/2000,mimiirose,16/09/2022,YES IM,South Korea,,,,
Yeonje,Yang Yeonje,15/10/1999,ALICE,1/07/2017,IOK Company,South Korea,,,,
Yeonji,Kwak Yeonji,8/01/2008,tripleS,13/02/2023,MODHAUS,South Korea,,Gwangju,,
Yeonjoo,Song Yeonjoo,26/06/1997,P.O.P,26/07/2017,DWM,South Korea,,Ansan,,
Yeonjun,Choi Yeonjun,13/09/1999,TXT,4/03/2019,Big Hit,South Korea,,,,
Yeonjung,Yu Yeonjung,3/08/1999,WJSN,25/02/2016,Starship,South Korea,,Gwangmyeong,,I.O.I
Yeonkyu,Kim Yeonkyu,3/05/2004,ATBO,27/07/2022,IST,South Korea,,Seoul,,
Yeonseo,Ryu Yeonseo,26/09/2004,We;Na,5/09/2022,Shine E&M,South Korea,,,,
Yeontae,Jeong Yeontae,6/07/1992,IN2IT,27/01/2016,Star Empire,South Korea,,,,
Yeonwoo,Lee Dabin,1/08/1996,,,,South Korea,,Seoul,,MOMOLAND
Yeoreum,Ahn Chaeyeon,4/06/1996,Hello Venus,9/05/2012,Fantagio,South Korea,,,,
Yeoreum,Lee Jinsook,10/01/1999,WJSN,25/02/2016,Starship,South Korea,,Seoul,WJSN Chocome,
Yeori,Choi Yeori,8/09/1999,ARIAZ,23/10/2019,Rising Star,South Korea,,,,
Yeori,Kim Soyeon,30/05/1994,Gate9,26/01/1999,JYP| SidusHQ,South Korea,,Seoul,,
Yeosang,Kang Yeosang,15/06/1999,ATEEZ,24/10/2018,KQ,South Korea,,Incheon,,
Yeoun,Lee Kyeongbin,3/09/1997,ARGON,11/03/2019,MSH,South Korea,,,,
Yeowool,Ha Yeowool,11/04/1998,Purplebeck,24/06/2019,Majesty,South Korea,,,,
Yeram,Yang Yeram,31/03/2000,Astin,16/11/2022,AB Creative,South Korea,,,,
Yeri,Kim Yerim,5/03/1999,Red Velvet,1/08/2014,SM,South Korea,,Seoul,,
Yerim,Jeong Yerim,10/03/1997,Purplebeck,24/06/2019,Majesty,South Korea,,,,
Yerin,Baek Yerin,26/06/1997,15&,5/10/2012,JYP,South Korea,,Daejeon,,
Yerin,Jung Yerin,19/08/1996,Gfriend,15/01/2015,Source,South Korea,,Incheon,,
Yeryung,,22/06/2002,Lusty,26/06/2019,babaplay,South Korea,,Busan,,
Yeseo,Kang Yeseo,22/08/2005,Kep1er,1/03/2022,WakeOne,South Korea,,,,Busters
Yeseul,Kim Yeseul,24/03/2004,Hi-L,11/08/2021,Kpop Live,South Korea,,,,
Yeso,Lee Yeso,13/11/2001,G-reyish,1/06/2017,Elijah,South Korea,,,,
Yesung,Kim Jongwoon,24/08/1984,Super Junior,6/11/2005,SM,South Korea,,Seoul,,
Yeum,Jung Myeongwoo,19/11/2001,PRIMROSE,13/03/2023,AO,South Korea,,,,
Yewang,Seo Yewang,12/03/2005,EPEX,8/06/2021,C9,South Korea,,,,
Yewon,Park Yewon,11/01/2004,HOT ISSUE,17/05/2017,FNC,South Korea,,,,
Yewon,Han Yewon,7/02/2003,mimiirose,16/09/2022,YES IM,South Korea,,Seoul,,
Yezi,Lee Yeji,26/08/1994,Fiestar,31/08/2012,LOEN,South Korea,,Gangneung,,
Yibo,Wang Yibo,5/08/1997,UNIQ,20/10/2014,Yuehua,China,,,,
Yijeong,Jang Yijeong,10/09/1993,HISTORY,26/04/2013,LOEN,South Korea,,Jinju,,
Yiren,Wang Yiren,29/12/2000,Everglow,18/03/2019,Yuehua,China,,,,
Yixuan,Zhou Yixuan,11/12/1990,UNIQ,20/10/2014,Yuehua,China,,,,
Yiyeon,Jung Dasol,28/05/1995,BVNDIT,10/04/2019,MNH,South Korea,,,,
Yoel,Kim Yoel,25/01/2001,AIMERS,17/11/2022,Hyper Rhythm,South Korea,,Seoul,,
Yohan,Kim Yohan,22/09/1999,WEi,5/10/2020,OUI,South Korea,,,,X1
Yonggeun,Jo Yonggeun,23/01/1995,D1CE,1/08/2019,Happyface,South Korea,,,,
Yongguk,Bang Yongguk,31/03/1990,B.A.P,27/01/2012,TS,South Korea,,Incheon,,
Yongha,Yoo Yongha,11/01/1999,WEi,5/10/2020,OUI,South Korea,,,,1the9
Yonghee,Kim Yonghee,17/02/2000,CIX,23/07/2019,C9,South Korea,,,,
Yonghoon,Jin Yonghoon,17/08/1994,Onewe,9/01/2019,RBW,South Korea,,,,MAS
Yonghwa,Jung Yonghwa,22/06/1989,CNBLUE,14/01/2010,FNC,South Korea,,Seoul,,
Yongseok,Choi Yongseok,23/05/1996,CHECKMATE,19/06/2012,Yedang,South Korea,,,,
Yongseok,Kim Yongseok,8/01/1993,CROSS GENE,8/07/2012,Amuse,South Korea,,Seoul,,
Yongseung,Kim Yongseung,17/06/2000,Verivery,1/09/2019,Jellyfish,South Korea,,,,
